Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,GP_Opp,MPG_Opp,PPG_Opp,FGM_Opp,FGA_Opp,FG%_Opp,3PM_Opp,3PA_Opp,3P%_Opp,FTM_Opp,FTA_Opp,FT%_Opp,ORB_Opp,DRB_Opp,RPG_Opp,APG_Opp,SPG_Opp,BPG_Opp,TOV_Opp,PF_Opp
2017NORTHDAKOTA,32,40.6,80.6,28.9,60.0,.483,7.1,18.3,.390,15.6,21.8,.713,8.8,25.8,34.6,15.2,7.8,2.9,13.1,21.0,32,40.8,73.9,25.8,58.3,.443,6.8,19.3,.351,15.4,22.3,.691,9.3,24.8,34.1,11.7,6.4,2.3,15.0,20.5
2017IOWA,34,41.0,80.5,28.4,62.4,.454,8.8,23.3,.379,15.0,21.8,.688,11.5,25.9,37.4,17.7,7.4,3.8,13.9,17.9,34,41.0,78.1,28.7,64.6,.445,8.5,23.7,.358,12.1,17.7,.685,11.7,25.1,36.8,17.3,7.8,3.4,13.7,19.8
2017AUBURN,32,40.3,80.4,26.9,61.5,.437,9.0,24.7,.366,17.6,26.1,.672,11.0,24.4,35.4,13.0,7.3,5.1,13.6,20.9,32,40.3,79.6,26.9,61.6,.437,8.5,23.9,.357,17.2,23.9,.720,11.8,25.7,37.4,13.6,6.2,2.9,15.2,22.7
2017IONA,35,40.4,80.4,28.0,61.6,.454,9.8,24.6,.397,14.7,19.1,.768,9.1,25.4,34.5,15.5,6.8,3.1,12.1,19.1,35,40.4,76.8,27.2,62.4,.436,8.0,22.2,.361,14.5,20.8,.695,11.8,25.4,37.2,14.4,4.9,2.9,13.2,17.2
2017GREENBAY,32,40.5,80.2,28.5,64.4,.443,6.2,19.1,.322,16.9,24.6,.689,11.6,28.0,39.6,13.9,7.7,4.2,14.0,19.8,32,40.5,77.5,27.5,63.7,.432,8.8,24.4,.360,13.7,20.6,.666,10.5,27.2,37.7,14.0,6.2,3.1,14.9,20.3
2017MURRAYST,33,40.9,80.0,27.2,61.8,.441,8.8,24.3,.360,16.7,22.8,.735,11.3,24.9,36.3,13.9,6.0,2.3,12.2,20.0,33,40.9,77.1,26.6,59.2,.450,7.9,21.9,.360,15.9,22.5,.708,9.8,24.6,34.5,13.3,5.8,3.2,13.2,19.4
2017NEVADA,35,40.1,79.8,26.7,59.5,.448,9.1,23.9,.382,17.3,24.5,.705,10.5,27.1,37.6,16.0,5.4,4.3,11.0,16.6,35,40.1,71.3,26.3,61.4,.428,6.7,21.8,.310,12.0,17.3,.692,9.3,24.5,33.8,13.7,5.5,2.2,11.3,20.7
2017WEBERST,34,40.6,79.8,26.7,54.9,.487,9.2,22.0,.417,17.2,23.2,.741,6.7,24.8,31.5,13.0,5.2,3.4,11.6,17.5,34,40.7,73.8,27.6,61.1,.452,5.8,16.4,.352,12.8,17.3,.739,10.4,23.7,34.1,12.0,4.9,2.3,12.1,20.8
2017INDIANA,34,40.9,79.7,28.2,58.9,.479,8.7,22.8,.380,14.6,20.1,.729,11.6,26.6,38.1,14.4,6.1,4.6,15.2,20.1,34,40.9,73.3,25.5,59.4,.429,6.9,20.4,.337,15.4,21.9,.705,9.6,20.6,30.2,12.1,6.3,4.0,11.6,19.1
2017PURDUE,35,40.4,79.7,28.0,58.4,.479,9.0,22.3,.403,14.7,19.4,.757,9.4,27.2,36.5,18.3,5.2,2.5,12.9,15.8,35,40.4,68.4,25.8,61.3,.421,6.9,20.8,.332,9.9,14.0,.707,8.5,21.8,30.3,12.9,6.5,3.1,11.6,19.1
2017EASTTENNESSEEST,35,40.4,79.5,27.4,56.2,.488,7.6,19.8,.382,17.1,24.3,.702,9.5,25.1,34.7,14.7,8.4,4.6,14.9,19.9,35,40.4,69.7,23.4,56.1,.417,7.8,22.1,.354,15.0,20.8,.722,9.3,21.7,31.0,11.1,6.9,3.6,15.4,20.8
2017FLORIDAGULFCOAST,34,40.3,79.4,29.6,59.3,.499,6.5,18.7,.347,13.7,19.5,.702,10.7,25.8,36.4,15.5,6.1,3.4,12.4,18.7,34,40.3,69.3,24.4,57.5,.425,6.8,22.3,.306,13.6,20.1,.680,9.7,20.7,30.5,12.1,6.1,2.9,12.8,17.8
2017OAKLAND,34,40.1,79.4,27.5,60.5,.455,7.3,21.7,.335,17.1,22.5,.761,9.6,27.5,37.1,16.9,7.8,5.0,13.6,17.4,34,40.1,71.1,25.9,63.7,.407,6.6,20.7,.320,12.6,18.1,.700,10.9,24.4,35.3,13.3,6.4,3.2,14.1,19.6
2017ARKANSAS,36,40.0,79.3,27.7,60.1,.461,6.5,17.7,.365,17.4,22.9,.761,10.7,24.3,35.0,13.8,7.7,4.8,11.9,20.5,36,40.0,73.9,25.0,60.0,.417,7.3,22.0,.332,16.5,23.4,.705,12.1,23.0,35.1,12.6,5.2,3.3,13.0,18.6
2017EASTERNWASHINGTON,34,41.5,79.3,27.9,58.1,.479,8.3,21.8,.379,15.3,19.9,.770,8.6,25.5,34.1,12.4,4.6,4.8,12.2,20.0,34,41.5,76.2,26.4,59.7,.442,8.0,21.5,.371,15.5,21.6,.719,9.3,23.5,32.8,13.6,6.4,2.7,10.7,19.4
2017WINTHROP,33,40.9,79.2,27.0,59.3,.455,9.5,25.4,.373,15.8,22.0,.717,8.9,26.7,35.7,12.8,6.5,5.1,13.0,18.3,33,40.9,70.4,24.6,60.3,.408,6.6,21.2,.313,14.6,20.2,.722,10.2,25.0,35.2,10.0,6.0,3.3,14.0,19.5
2017VIRGINIATECH,33,40.3,79.1,26.9,54.9,.489,8.8,21.8,.403,16.5,22.5,.737,7.0,24.3,31.3,15.1,4.0,2.8,12.1,16.5,33,40.3,74.7,27.3,61.4,.445,8.0,22.0,.364,12.0,16.8,.717,10.1,23.4,33.5,13.6,5.4,3.9,11.7,19.2
2017MOREHEADST,30,40.5,79.0,29.3,63.5,.461,7.3,18.9,.386,13.2,18.1,.726,12.3,23.8,36.1,16.1,6.7,3.2,13.5,21.1,30,40.5,77.0,26.0,56.3,.462,8.7,22.6,.384,16.3,23.2,.703,8.4,22.9,31.3,13.4,5.2,3.6,14.6,17.5
2017OREGON,39,40.1,78.9,28.0,58.2,.481,8.6,22.6,.380,14.4,20.2,.712,9.7,25.4,35.1,15.7,6.5,6.4,11.6,15.8,39,40.1,65.8,23.9,59.3,.403,7.0,22.4,.313,11.0,15.3,.719,9.7,21.4,31.1,11.7,4.8,3.4,13.3,19.0
2017NEWMEXICOST,34,40.1,78.8,26.9,57.6,.467,7.4,22.0,.337,17.6,24.8,.712,12.4,26.0,38.4,14.9,4.9,3.8,13.7,18.4,34,40.2,67.9,24.3,58.0,.419,5.5,18.8,.294,13.8,20.2,.682,10.3,21.5,31.8,10.6,5.2,1.9,13.8,21.6
2017HOUSTONCHRISTIAN,31,40.0,78.7,28.1,62.1,.453,6.3,18.5,.340,16.3,23.2,.700,13.1,24.5,37.6,14.7,6.3,2.6,13.2,19.3,31,40.0,77.4,27.0,58.9,.459,7.6,21.3,.357,15.7,21.4,.736,8.9,22.7,31.6,14.2,6.9,3.5,13.2,20.1
2017BALLST,34,40.6,78.7,27.3,59.2,.461,9.4,24.7,.379,14.7,20.5,.718,9.5,27.2,36.7,15.6,6.0,3.5,14.6,19.4,34,40.6,75.5,26.0,61.7,.422,7.9,22.1,.356,15.6,21.7,.718,10.4,24.3,34.7,12.2,7.3,3.3,12.8,19.4
2017SAMFORD,36,41.4,78.7,26.5,56.6,.469,7.8,19.6,.395,17.9,24.1,.743,9.1,25.9,35.0,16.1,6.1,2.4,13.7,18.8,36,41.4,75.9,26.7,62.3,.429,8.3,25.0,.331,14.3,19.8,.718,11.2,22.8,34.0,16.4,6.8,3.7,12.3,20.4
2017TOLEDO,34,41.5,78.7,27.8,57.8,.480,7.7,21.3,.362,15.4,22.2,.695,9.5,27.0,36.5,16.2,4.0,2.7,13.1,16.9,34,41.5,75.5,29.0,62.9,.461,6.1,19.0,.321,11.4,16.7,.683,8.7,23.6,32.3,12.5,6.8,3.9,10.4,20.2
2017WOFFORD,33,40.9,78.6,27.3,58.4,.467,9.4,23.4,.403,14.6,18.7,.780,9.3,23.2,32.4,16.7,5.6,2.2,12.3,18.7,33,40.9,75.1,26.7,56.6,.472,6.5,19.2,.342,15.2,20.8,.728,8.8,23.3,32.1,12.4,6.3,2.7,12.6,18.3
2017ARIZONAST,33,40.1,78.6,26.9,62.0,.434,9.9,27.2,.366,14.8,19.8,.749,8.6,22.7,31.3,13.0,5.9,3.2,10.4,16.8,33,40.2,81.7,29.6,61.8,.479,9.2,25.3,.364,13.2,18.5,.712,10.7,28.1,38.8,18.8,5.2,3.9,13.5,18.3
2017UTAH,32,40.3,78.5,29.3,58.0,.504,6.7,19.0,.353,13.3,19.4,.682,9.5,27.1,36.7,14.9,6.1,3.5,13.4,16.8,32,40.5,68.3,24.7,59.2,.416,6.8,19.8,.343,12.2,17.9,.681,8.3,22.0,30.3,11.6,6.3,3.2,12.1,19.1
2017CANISIUS,34,40.3,78.4,27.7,60.8,.456,9.1,24.5,.371,13.8,18.8,.736,10.5,21.7,32.2,17.7,6.8,1.9,13.1,19.4,34,40.3,77.7,28.3,58.1,.487,6.7,19.6,.343,14.4,19.6,.733,10.2,24.4,34.6,13.8,5.6,3.3,15.0,18.8
2017UMASSLOWELL,31,40.5,78.4,28.3,58.9,.481,8.3,21.4,.390,13.5,18.3,.735,8.6,23.8,32.4,16.0,5.5,2.1,15.3,20.1,31,40.5,81.2,28.1,60.7,.463,8.2,22.4,.367,16.7,22.7,.736,10.1,23.5,33.6,15.4,8.7,2.6,13.0,18.5
2017TEXASRGV,32,40.8,78.3,27.2,64.1,.424,8.6,25.7,.336,15.3,21.4,.717,11.4,24.4,35.9,15.1,7.7,2.6,15.9,24.4,32,40.8,83.3,27.6,58.8,.470,7.5,20.5,.365,20.6,30.3,.680,11.3,27.7,38.9,16.7,7.3,2.7,16.1,19.2
2017TEXASARLINGTON,36,40.0,78.3,27.8,60.2,.461,8.6,25.6,.337,14.2,20.8,.681,11.3,25.9,37.2,15.7,7.4,2.3,13.1,19.2,36,40.0,69.9,23.9,57.8,.413,8.3,26.2,.318,13.8,21.2,.654,10.7,23.5,34.2,12.9,6.7,3.3,14.3,18.9
2017USC,36,40.2,78.2,27.1,59.4,.456,7.9,21.7,.362,16.2,21.9,.741,10.2,24.4,34.6,15.3,7.0,5.3,11.0,15.9,36,40.1,73.1,27.0,62.3,.434,8.4,22.8,.368,10.7,14.9,.717,10.7,23.4,34.1,14.5,5.6,3.2,12.2,18.7
2017IUPUI,32,40.3,78.1,27.6,61.2,.451,9.0,23.2,.388,13.9,20.4,.683,10.2,23.2,33.4,14.2,6.8,2.7,12.5,20.5,32,40.3,78.7,26.9,57.0,.472,7.1,19.6,.361,17.8,23.6,.756,8.7,25.5,34.2,13.4,5.8,4.0,13.9,20.0
2017TROY,37,40.1,78.1,26.5,58.2,.456,8.4,23.4,.359,16.6,22.9,.724,10.2,25.1,35.4,13.1,6.0,3.5,12.5,17.7,37,40.1,72.1,25.2,59.0,.428,8.0,23.5,.339,13.7,19.0,.720,9.6,22.9,32.5,12.5,6.0,3.2,12.4,19.1
2017CALSTNORTHRIDGE,30,40.0,78.0,26.9,58.2,.461,4.8,13.8,.349,19.5,26.7,.729,9.3,24.8,34.0,13.7,6.9,3.0,13.3,21.3,30,40.0,81.3,28.1,61.1,.460,7.0,18.0,.386,18.2,25.3,.720,10.5,24.4,34.9,13.8,6.1,3.5,12.8,21.5
2017USCUPST,33,40.5,78.0,28.4,61.9,.458,8.6,24.9,.346,12.7,19.3,.657,11.3,26.2,37.5,15.4,5.4,3.2,12.8,16.5,33,40.4,76.6,27.8,63.8,.436,8.0,24.1,.332,12.9,17.7,.728,10.7,24.4,35.1,15.9,5.9,1.9,11.1,18.1
2017OLEMISS,36,40.3,78.0,25.4,60.1,.423,7.9,22.6,.347,19.3,25.7,.752,12.1,26.1,38.2,12.9,6.8,4.1,14.3,19.5,36,40.3,76.3,26.1,61.3,.425,8.9,24.6,.363,15.3,21.8,.701,10.8,24.1,34.9,15.5,6.8,3.6,13.7,21.0
2017WYOMING,38,40.7,77.9,25.9,59.6,.435,9.7,27.8,.350,16.3,22.3,.730,7.9,28.9,36.8,14.8,5.1,4.5,13.2,20.6,38,40.7,74.6,25.2,62.7,.402,6.8,21.8,.310,17.4,24.1,.724,10.6,27.9,38.5,11.2,6.8,2.9,12.2,21.3
2017FLORIDA,36,40.4,77.9,26.5,58.8,.450,7.7,21.5,.359,17.2,23.6,.729,10.8,24.6,35.4,12.5,7.5,4.8,11.9,18.4,36,40.4,66.5,23.6,57.6,.410,5.5,18.0,.305,13.8,19.6,.706,9.8,23.7,33.4,9.6,5.5,2.8,14.8,20.8
2017EASTERNMICHIGAN,33,40.3,77.8,27.8,62.0,.449,6.4,18.7,.343,15.7,21.7,.725,12.0,22.9,34.9,13.4,9.6,4.4,12.1,21.3,33,40.3,73.0,23.4,55.4,.422,7.3,22.1,.332,18.9,26.3,.717,11.4,24.0,35.4,15.1,6.5,2.6,15.8,19.1
2017AUSTINPEAY,30,40.5,77.7,26.9,57.3,.469,7.6,21.3,.355,16.4,23.2,.708,7.4,21.7,29.1,10.8,5.7,2.4,12.5,18.2,30,40.5,83.8,30.7,62.6,.491,8.8,23.8,.370,13.6,18.6,.729,11.4,24.8,36.2,15.8,5.6,2.8,13.8,20.5
2017BUFFALO,32,40.2,77.7,27.4,60.8,.451,7.5,22.7,.330,15.4,22.2,.692,11.8,27.4,39.2,14.3,5.7,4.0,14.5,23.0,32,40.2,74.2,24.8,59.8,.415,7.3,21.0,.347,17.3,25.4,.682,11.3,23.7,35.0,12.7,6.4,3.3,12.7,19.7
2017SOUTHDAKOTA,34,40.2,77.6,26.7,60.1,.444,6.6,19.3,.341,17.7,25.1,.705,9.6,26.4,36.0,12.2,6.8,3.4,11.8,19.3,34,40.4,74.2,26.2,60.5,.434,8.1,22.0,.368,13.6,18.8,.725,9.4,25.9,35.3,13.0,5.1,3.9,13.4,20.1
2017NORTHCAROLINAST,32,40.3,77.6,27.8,59.3,.468,7.1,19.8,.356,15.0,21.5,.700,10.0,25.5,35.5,14.3,5.1,4.4,13.4,18.2,32,40.3,79.6,28.7,63.7,.450,8.4,22.7,.370,13.8,19.3,.716,11.4,23.7,35.1,14.1,6.5,2.9,11.4,18.0
2017NORTHFLORIDA,34,40.0,77.6,27.2,59.6,.457,8.7,24.7,.351,14.4,22.0,.655,11.6,25.9,37.4,13.1,5.4,4.2,15.9,18.8,34,40.0,78.6,28.2,63.0,.448,7.6,21.1,.358,14.6,21.3,.686,11.7,23.4,35.1,15.0,8.0,3.3,11.9,19.2
2017SOUTHERNUTAH,33,40.5,77.5,24.7,60.7,.407,8.8,24.7,.357,19.3,26.1,.741,11.1,24.9,36.0,11.5,5.6,3.2,13.7,24.3,33,40.7,85.8,28.0,58.5,.478,8.9,23.1,.388,21.0,29.1,.720,9.2,26.8,36.0,15.4,5.8,4.4,12.8,22.0
2017JACKSONVILLE,33,40.2,77.5,26.6,57.1,.466,9.9,24.6,.403,14.4,19.5,.736,8.8,22.9,31.8,13.5,8.0,1.9,12.8,18.8,33,40.2,75.1,26.7,56.3,.475,8.5,22.7,.375,13.1,19.6,.667,8.3,23.8,32.1,13.7,5.6,3.0,14.5,18.6
2017LOUISIANATECH,33,40.1,77.5,27.6,59.2,.467,7.8,21.5,.361,14.5,20.4,.709,9.8,27.1,36.8,16.5,6.8,5.3,12.3,15.7,33,40.1,66.8,24.5,59.2,.414,7.0,20.3,.343,10.7,15.7,.683,8.9,24.1,33.0,13.8,5.7,3.1,13.6,17.5
2017NOTREDAME,36,40.1,77.3,27.2,59.4,.458,9.3,24.1,.384,13.6,17.0,.800,8.4,23.8,32.2,15.7,7.1,3.7,9.5,14.8,36,40.1,69.3,25.4,58.8,.432,6.9,20.4,.338,11.6,15.7,.737,10.1,24.0,34.2,13.0,5.2,4.0,12.7,16.0
2017LOUISVILLE,34,40.3,77.3,28.0,61.3,.457,7.0,19.7,.355,14.3,20.8,.686,13.0,25.7,38.7,13.6,6.7,5.4,11.0,19.2,34,40.3,66.0,22.4,55.7,.401,6.3,19.8,.316,15.0,21.6,.695,9.8,22.7,32.5,10.8,5.0,3.5,13.1,18.3
2017HOFSTRA,32,40.3,77.3,26.4,59.6,.443,9.1,24.8,.367,15.3,22.4,.684,11.2,24.0,35.3,13.1,4.4,2.6,10.6,17.0,32,40.3,76.7,28.3,61.1,.462,7.6,20.7,.366,12.6,17.4,.724,10.0,24.4,34.4,14.7,5.1,2.9,10.3,20.2
2017STETSON,32,40.2,77.2,27.7,62.7,.441,8.2,24.0,.339,13.7,20.8,.659,8.1,26.3,34.4,13.6,4.8,2.2,11.3,19.0,32,40.2,82.9,30.1,66.3,.454,8.3,24.0,.347,14.3,20.6,.695,12.1,29.8,42.0,15.2,5.1,3.8,11.3,19.2
2017VILLANOVA,36,40.0,77.2,26.8,54.1,.495,8.6,23.4,.369,14.9,18.9,.790,8.4,24.1,32.5,14.0,7.2,3.0,11.1,14.3,36,40.0,62.7,23.5,56.1,.419,7.0,22.4,.311,8.7,12.4,.703,8.7,19.7,28.4,13.4,5.1,2.0,13.3,18.2
2017GARDNERWEBB,33,40.8,77.2,27.7,57.7,.479,6.3,16.7,.379,15.5,24.8,.624,10.8,26.4,37.1,14.7,8.8,3.6,14.4,20.3,33,40.8,70.3,23.8,57.2,.417,7.0,20.3,.343,15.6,22.7,.689,9.6,23.2,32.8,13.6,6.5,3.6,15.0,20.5
